"product","total_quantity_sold","total_orders","profit_margin","turnover_ratio"
"Avery 494","23","6","0.42500000000000000000","3.8333333333333335"
"Wilson Jones Leather-Like Binders with DublLock Round Rings","46","12","0.10695970695970695971","3.8333333333333335"
"Global Manager's Adjustable Task Chair, Storm","23","6","0.16683673469387755102","3.8333333333333335"
"Acco Hot Clips Clips to Go","23","6","0.37990196078431372549","3.8333333333333335"
"Honeywell Quietcare HEPA Air Cleaner","23","6","0.31205357142857142857","3.8333333333333335"
"Newell 326","23","6","0.21490384615384615385","3.8333333333333335"
"GBC DocuBind TL200 Manual Binding Machine","23","6","0.36839378238341968912","3.8333333333333335"
"Plantronics S12 Corded Telephone Headset System","23","6","0.33653846153846153846","3.8333333333333335"
"Boston 16801 Nautilus Battery Pencil Sharpener","23","6","0.15742574257425742574","3.8333333333333335"
"Bretford Rectangular Conference Table Tops","46","12","-0.02518089725036179450","3.8333333333333335"
"GBC Instant Report Kit","50","13","0.01960784313725490196","3.8461538461538463"
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","27","7","0.32500000000000000000","3.857142857142857"
"Master Caster Door Stop, Large Neon Orange","27","7","0.27405660377358490566","3.857142857142857"
"Samsung HM1900 Bluetooth Headset","27","7","0.39732142857142857143","3.857142857142857"
"Lifetime Advantage Folding Chairs, 4/Carton","27","7","0.18661087866108786611","3.857142857142857"
"Ibico Presentation Index for Binding Systems","27","7","0.20939226519337016575","3.857142857142857"
"Advantus Push Pins","27","7","0.36785714285714285714","3.857142857142857"
"Binder Clips by OIC","27","7","0.42459016393442622951","3.857142857142857"
"Global High-Back Leather Tilter, Burgundy","54","14","-0.08733031674208144796","3.857142857142857"
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush","27","7","0.38730769230769230769","3.857142857142857"
"Panasonic KX-TG9471B","27","7","0.23464566929133858268","3.857142857142857"
"Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","27","7","0.19221311475409836066","3.857142857142857"
"GBC Personal VeloBind Strips","27","7","-0.07175572519083969466","3.857142857142857"
"Eldon Image Series Desk Accessories, Burgundy","31","8","0.25413533834586466165","3.875"
"Personal Filing Tote with Lid, Black/Gray","31","8","0.24594594594594594595","3.875"
"SAFCO Mobile Desk Side File, Wire Frame","31","8","0.20896551724137931034","3.875"
"Staple-based wall hangings","62","16","0.28888720494070397454","3.875"
"Toshiba IPT2010-SD IP Telephone","31","8","0.11769230769230769231","3.875"
"Acco Translucent Poly Ring Binders","31","8","0.17755102040816326531","3.875"
"Bestar Classic Bookcase","31","8","-0.32297154899894625922","3.875"
"GuestStacker Chair with Chrome Finish Legs","31","8","0.08524590163934426230","3.875"
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","31","8","0.16907216494845360825","3.875"
"Logitech Gaming G510s - Keyboard","31","8","0.28633093525179856115","3.875"
"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","31","8","0.34793103448275862069","3.875"
"Global Fabric Manager's Chair, Dark Gray","35","9","0.15865384615384615385","3.888888888888889"
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","35","9","-0.00847457627118644068","3.888888888888889"
"Recycled Easel Ring Binders","35","9","0.07004830917874396135","3.888888888888889"
"Decoflex Hanging Personal Folder File, Blue","35","9","0.23958333333333333333","3.888888888888889"
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal","35","9","-0.13345195729537366548","3.888888888888889"
"Global Value Mid-Back Manager's Chair, Gray","39","10","0.10000000000000000000","3.9"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","39","10","0.22282608695652173913","3.9"
"GBC Prestige Therm-A-Bind Covers","39","10","0.33961661341853035144","3.9"
"XtraLife ClearVue Slant-D Ring Binder, White, 3""","39","10","0.19923954372623574144","3.9"
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","39","10","0.04463087248322147651","3.9"
"Xerox 191","39","10","0.46171875000000000000","3.9"
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","43","11","0.42524752475247524752","3.909090909090909"
"Tennsco 6- and 18-Compartment Lockers","43","11","0.14417475728155339806","3.909090909090909"
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","47","12","0.17710437710437710438","3.9166666666666665"
"Tennsco Double-Tier Lockers","47","12","0.04462616822429906542","3.9166666666666665"
"Logitech Media Keyboard K200","16","4","0.10000000000000000000","4"
"Dixon Ticonderoga Core-Lock Colored Pencils","28","7","0.25555555555555555556","4"
"BlueLounge Milo Smartphone Stand, White/Metallic","12","3","0.22857142857142857143","4"
"Eldon Cleatmat Plus Chair Mats for High Pile Carpets","20","5","-0.08536585365853658537","4"
"Eldon Econocleat Chair Mats for Low Pile Carpets","8","2","0.12000000000000000000","4"
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry","20","5","0.13253012048192771084","4"
"Eldon Gobal File Keepers","24","6","-0.00173913043478260870","4"
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""","16","4","0.34193548387096774194","4"
"Bionaire 99.97% HEPA Air Cleaner","16","4","0.08771929824561403509","4"
"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow","12","3","0.41052631578947368421","4"
"Eureka Hand Vacuum, Bagless","4","1","0.28000000000000000000","4"
"Eureka Sanitaire  Commercial Upright","12","3","0.03478260869565217391","4"
"Euro-Pro Shark Turbo Vacuum","24","6","0.20714285714285714286","4"
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement","8","2","-0.01818181818181818182","4"
"Fellowes 8 Outlet Superior Workstation Surge Protector","20","5","0.21978021978021978022","4"
"Bevis Steel Folding Chairs","24","6","0.06594594594594594595","4"
"Fellowes Mobile File Cart, Black","40","10","0.21081081081081081081","4"
"Fellowes Recycled Storage Drawers","12","3","0.03793103448275862069","4"
"Xiaomi Mi3","4","1","0.26000000000000000000","4"
"Fiskars Softgrip Scissors","28","7","0.28000000000000000000","4"
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts","24","6","0.45357142857142857143","4"
"Bevis 44 x 96 Conference Tables","20","5","-0.05063291139240506329","4"
"GBC Recycled Grain Textured Covers","20","5","0.22962962962962962963","4"
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish","8","2","0.06000000000000000000","4"
"Global Italian Leather Office Chair","8","2","0.21081081081081081081","4"
"Belkin 5 Outlet SurgeMaster Power Centers","40","10","0.11656441717791411043","4"
"Grandstream GXP1160 VoIP phone","24","6","0.19622641509433962264","4"
"Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)","32","8","0.38028169014084507042","4"
"Belkin 19"" Center-Weighted Shelf, Gray","16","4","-0.05555555555555555556","4"
"Xerox 1962","28","7","0.39843750000000000000","4"
"Hewlett-Packard Deskjet D4360 Printer","4","1","0.31250000000000000000","4"
"Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs","24","6","-0.18723404255319148936","4"
"Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms","24","6","0.10985915492957746479","4"
"Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room","12","3","0.31588785046728971963","4"
"Hoover Commercial Lightweight Upright Vacuum","8","2","-0.13846153846153846154","4"
"Avery Non-Stick Heavy Duty View Round Locking Ring Binders","12","3","0.45263157894736842105","4"
"3M Polarizing Task Lamp with Clamp Arm, Light Gray","16","4","0.26000000000000000000","4"
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","24","6","0.37894736842105263158","4"
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color","12","3","0.22285714285714285714","4"
"Hunt Boston Vacuum Mount KS Pencil Sharpener","20","5","0.22916666666666666667","4"
"Avery Legal 4-Ring Binder","16","4","0.34959349593495934959","4"
"Avery Hi-Liter Smear-Safe Highlighters","24","6","0.27547169811320754717","4"
"Imation Bio 8GB USB Flash Drive Imation Corp","16","4","0.15000000000000000000","4"
"Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB","24","6","0.22051282051282051282","4"
"Avery Durable Slant Ring Binders, No Labels","36","9","0.15200000000000000000","4"
"Xerox 1973","8","2","0.41621621621621621622","4"
"Avery Durable Slant Ring Binders With Label Holder","36","9","0.13732718894009216590","4"
"Laser & Ink Jet Business Envelopes","20","5","0.41935483870967741935","4"
"Letter or Legal Size Expandable Poly String Tie Envelopes","16","4","0.40869565217391304348","4"
"Avery Arch Ring Binders","40","10","0.06607929515418502203","4"
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""","28","7","0.45671641791044776119","4"
"Lexmark X 9575 Professional All-in-One Color Printer","4","1","0.48000000000000000000","4"
"LG Exalt","12","3","-0.18378378378378378378","4"
"Xerox 1980","8","2","0.45000000000000000000","4"
"Logitech Keyboard K120","12","3","-0.11250000000000000000","4"
"Avery 505","28","7","0.44444444444444444444","4"
"Master Giant Foot Doorstop, Safety Yellow","12","3","0.37818181818181818182","4"
"Avery 500","8","2","0.47000000000000000000","4"
"Avery 50","20","5","0.43617021276595744681","4"
"Xerox 1982","12","3","0.37692307692307692308","4"
"Memo Book, 100 Message Capacity, 5 3/8 x 11","12","3","0.47368421052631578947","4"
"Memorex Froggy Flash Drive 8 GB","32","8","0.35364238410596026490","4"
"Avery 497","8","2","0.46666666666666666667","4"
"Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive","20","5","0.27380952380952380952","4"
"Avery 495","16","4","0.43896103896103896104","4"
"Mophie Juice Pack Helium for iPhone","24","6","0.12727272727272727273","4"
"Xerox 1987","16","4","0.49000000000000000000","4"
"Avery 492","20","5","0.41935483870967741935","4"
"Avery 491","12","3","0.41090909090909090909","4"
"Newell 307","12","3","0.18490566037735849057","4"
"Avery 49","24","6","0.47241379310344827586","4"
"Newell 309","20","5","0.17647058823529411765","4"
"Newell 329","8","2","0.20000000000000000000","4"
"Xerox 199","16","4","0.34328358208955223881","4"
"Xerox 1990","8","2","0.37142857142857142857","4"
"Newell 338","8","2","0.27000000000000000000","4"
"Avery 484","4","1","0.36250000000000000000","4"
"Newell 348","24","6","0.14800000000000000000","4"
"Nokia Lumia 1020","4","1","0.10000000000000000000","4"
"Nokia Lumia 521 (T-Mobile)","20","5","0.16279069767441860465","4"
"Novimex High-Tech Fabric Mesh Task Chair","16","4","-0.14461538461538461538","4"
"Nu-Dell EZ-Mount Plastic Wall Frames","8","2","0.04000000000000000000","4"
"Avery 480","24","6","0.47563025210084033613","4"
"Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers","20","5","-0.05263157894736842105","4"
"Office Star - Task Chair with Contemporary Loop Arms","8","2","0.07878787878787878788","4"
"Avery 473","24","6","0.48000000000000000000","4"
"OtterBox Commuter Series Case - iPhone 5 & 5s","16","4","0.36000000000000000000","4"
"Panasonic KP-150 Electric Pencil Sharpener","16","4","0.22105263157894736842","4"
"Panasonic KP-4ABK Battery-Operated Pencil Sharpener","16","4","0.29000000000000000000","4"
"Avaya 5420 Digital phone","12","3","0.21052631578947368421","4"
"Park Ridge Embossed Executive Business Envelopes","4","1","0.47000000000000000000","4"
"Pencil and Crayon Sharpener","16","4","0.12835820895522388060","4"
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard","12","3","0.07000000000000000000","4"
"Pizazz Global Quick File","24","6","0.26779661016949152542","4"
"2300 Heavy-Duty Transfer File Systems by Perma","16","4","0.06086956521739130435","4"
"Xerox 203","24","6","0.43783783783783783784","4"
"AT&T 841000 Phone","28","7","0.10256410256410256410","4"
"Pyle PRT45 Retro Home Telephone","4","1","0.11250000000000000000","4"
"Quartet Alpha White Chalk, 12/Pack","8","2","0.39428571428571428571","4"
"AT&T 1070 Corded Phone","12","3","0.12500000000000000000","4"
"Rediform S.O.S. Phone Message Books","4","1","0.49000000000000000000","4"
"Rubber Band Ball","16","4","-0.00512820512820512821","4"
"Apple iPhone 5","24","6","0.12400000000000000000","4"
"Anker 24W Portable Micro USB Car Charger","8","2","0.22857142857142857143","4"
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11","20","5","0.45000000000000000000","4"
"Samsung Galaxy S4 Active","8","2","0.26000000000000000000","4"
"Ampad #10 Peel & Seel Holiday Envelopes","12","3","0.48000000000000000000","4"
"SanDisk Cruzer 8 GB USB Flash Drive","4","1","-0.05000000000000000000","4"
"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card","44","11","0.04300000000000000000","4"
"Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4","8","2","0.16571428571428571429","4"
"Alliance Rubber Bands","8","2","0.04000000000000000000","4"
"Seth Thomas 13 1/2"" Wall Clock","20","5","0.22471910112359550562","4"
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","32","8","0.24705882352941176471","4"
"Smead Adjustable Mobile File Trolley with Lockable Top","12","3","0.23157894736842105263","4"
"Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set","20","5","0.45263157894736842105","4"
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate","4","1","0.33750000000000000000","4"
"Sony 16GB Class 10 Micro SDHC R40 Memory Card","16","4","0.02702702702702702703","4"
"Sortfiler Multipurpose Personal File Organizer, Black","24","6","0.24601769911504424779","4"
"Advantus Panel Wall Acrylic Frame","20","5","0.28750000000000000000","4"
"Stacking Tray, Side-Loading, Legal, Smoke","16","4","-0.06153846153846153846","4"
"Standard Rollaway File with Lock","40","10","0.19125683060109289617","4"
"Advantus Motivational Note Cards","20","5","0.41379310344827586207","4"
"Staple holder","52","13","0.22315840236014977874","4"
"Star Micronics TSP100 TSP143LAN Receipt Printer","4","1","0.26000000000000000000","4"
"Strathmore Photo Frame Cards","16","4","0.46000000000000000000","4"
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","28","7","0.50000000000000000000","4"
"Tenex Personal Project File with Scoop Front Design, Black","40","10","0.22916666666666666667","4"
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","24","6","0.13027522935779816514","4"
"Texas Instrument TI-15 Fraction Calculator","8","2","-0.48965517241379310345","4"
"Texas Instruments TI-34 Scientific Calculator","12","3","0.31612903225806451613","4"
"TOPS Voice Message Log Book, Flash Format","12","3","0.41153846153846153846","4"
"Acme Rosewood Handle Letter Opener","12","3","-0.08000000000000000000","4"
"Acme Preferred Stainless Steel Scissors","16","4","0.29000000000000000000","4"
"Acme Forged Steel Scissors with Black Enamel Handles","32","8","0.24266666666666666667","4"
"Universal Recycled Hanging Pressboard Report Binders, Letter Size","20","5","0.11864406779661016949","4"
"V7 USB Numeric Keypad","16","4","-0.12727272727272727273","4"
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","24","6","0.44864864864864864865","4"
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page","12","3","0.43333333333333333333","4"
"Woodgrain Magazine Files by Perma","24","6","0.03793103448275862069","4"
"Xerox 1884","32","8","0.37647058823529411765","4"
"Xerox 1885","20","5","0.48000000000000000000","4"
"Xerox 1888","24","6","0.43783783783783783784","4"
"Xerox 1897","16","4","0.40000000000000000000","4"
"Xerox 1901","4","1","0.31250000000000000000","4"
"Xerox 1903","24","6","0.47241379310344827586","4"
"Xerox 1918","4","1","0.49000000000000000000","4"
"Xerox 1929","16","4","0.43896103896103896104","4"
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene","28","7","0.41159420289855072464","4"
"Canon imageCLASS 2200 Advanced Copier","20","5","0.40909090909090909091","4"
"Carina Media Storage Towers in Natural & Black","20","5","-0.11363636363636363636","4"
"Cherry 142-key Programmable Keyboard","4","1","0.11000000000000000000","4"
"Cisco IP Phone 7961G VoIP phone - Dark gray","12","3","0.16470588235294117647","4"
"Xerox 1934","20","5","0.47959183673469387755","4"
"Computer Printout Paper with Letter-Trim Fine Perforations","4","1","0.48000000000000000000","4"
"Cubify CubeX 3D Printer Triple Head Print","4","1","-0.48000000000000000000","4"
"Acco 3-Hole Punch","36","9","0.40382165605095541401","4"
"DAX Wood Document Frame.","16","4","0.04827586206896551724","4"
"Xerox 1943","16","4","0.44210526315789473684","4"
"SAFCO Arco Folding Chair","53","13","0.10190930787589498807","4.076923076923077"
"Wilson Jones Easy Flow II Sheet Lifters","49","12","0.10909090909090909091","4.083333333333333"
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","45","11","0.14044943820224719101","4.090909090909091"
"Adjustable Depth Letter/Legal Cart","45","11","0.25000000000000000000","4.090909090909091"
"Avery Heavy-Duty EZD View Binder with Locking Rings","41","10","0.17388059701492537313","4.1"
"Jabra SPEAK 410","37","9","0.20714285714285714286","4.111111111111111"
"Alphabetical Labels for Top Tab Filing","37","9","0.47142857142857142857","4.111111111111111"
"Xerox 214","37","9","0.42048192771084337349","4.111111111111111"
"KI Adjustable-Height Table","74","18","-0.05457979225684608121","4.111111111111111"
"Letter Size Cart","33","8","0.27236024844720496894","4.125"
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","33","8","0.09304635761589403974","4.125"
"Ideal Clamps","33","8","0.42363013698630136986","4.125"
"3M Hangers With Command Adhesive","33","8","0.33321917808219178082","4.125"
"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11","33","8","0.46000000000000000000","4.125"
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""","29","7","0.13000000000000000000","4.142857142857143"
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","29","7","0.22968750000000000000","4.142857142857143"
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind","29","7","0.23795620437956204380","4.142857142857143"
"Clear Mylar Reinforcing Strips","29","7","0.23910891089108910891","4.142857142857143"
"invisibleSHIELD by ZAGG Smudge-Free Screen Protector","29","7","0.38699186991869918699","4.142857142857143"
"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card","25","6","0.04094827586206896552","4.166666666666667"
"Advantus Map Pennant Flags and Round Head Tacks","25","6","0.23423423423423423423","4.166666666666667"
"Canon PC-428 Personal Copier","25","6","0.35679611650485436893","4.166666666666667"
"Newell 315","25","6","0.23155737704918032787","4.166666666666667"
"Avery Durable Binders","50","12","0.15841584158415841584","4.166666666666667"
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack","25","6","-0.19047619047619047619","4.166666666666667"
"Tenex Antistatic Computer Chair Mats","25","6","-0.15979381443298969072","4.166666666666667"
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","25","6","0.02663934426229508197","4.166666666666667"
"Logitech Desktop MK120 Mouse and keyboard Combo","50","12","0.05462184873949579832","4.166666666666667"
"Tops Wirebound Message Log Books","25","6","0.39732142857142857143","4.166666666666667"
"It's Hot Message Books with Stickers, 2 3/4"" x 5""","25","6","0.36926605504587155963","4.166666666666667"
"Fellowes Bankers Box Stor/Drawer Steel Plus","50","12","-0.00896860986547085202","4.166666666666667"
"Storex Dura Pro Binders","71","17","0.18144989339019189765","4.176470588235294"
"Geemarc AmpliPOWER60","46","11","0.11250000000000000000","4.181818181818182"
"Xerox 1898","46","11","0.43047619047619047619","4.181818181818182"
"Maxell 4.7GB DVD-R 5/Pack","21","5","0.38750000000000000000","4.2"
"Staple-on labels","21","5","0.40161290322580645161","4.2"
"Contract Clock, 14"", Brown","21","5","0.08815789473684210526","4.2"
"Regeneration Desk Collection","21","5","0.42352941176470588235","4.2"
"Eldon Regeneration Recycled Desk Accessories, Smoke","21","5","0.26391752577319587629","4.2"
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","21","5","0.48000000000000000000","4.2"
"Bagged Rubber Bands","21","5","0.01176470588235294118","4.2"
"Cisco SPA 502G IP Phone","21","5","0.14534883720930232558","4.2"
"DataProducts Ampli Magnifier Task Lamp, Black,","21","5","0.19574468085106382979","4.2"
"Samsung Replacement EH64AVFWE Premium Headset","21","5","0.17105263157894736842","4.2"
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia","21","5","0.33062500000000000000","4.2"
"Microsoft Sculpt Comfort Mouse","42","10","0.40304568527918781726","4.2"
"Enermax Aurora Lite Keyboard","21","5","0.44000000000000000000","4.2"
"Kensington 7 Outlet MasterPiece Power Center","21","5","0.07962962962962962963","4.2"
"Xerox 230","21","5","0.44285714285714285714","4.2"
"Angle-D Binders with Locking Rings, Label Holders","42","10","0.17859778597785977860","4.2"
"Fellowes Twister Kit, Gray/Clear, 3/pkg","42","10","-0.01762114537444933921","4.2"
"Avoid Verbal Orders Carbonless Minifold Book","21","5","0.43861386138613861386","4.2"
"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","21","5","0.22631578947368421053","4.2"
"Mobile Personal File Cube","21","5","0.20156250000000000000","4.2"
"Global Wood Trimmed Manager's Task Chair, Khaki","59","14","-0.12074235807860262009","4.214285714285714"
"Westinghouse Clip-On Gooseneck Lamps","38","9","0.15808383233532934132","4.222222222222222"
"Fellowes PB200 Plastic Comb Binding Machine","38","9","0.16585365853658536585","4.222222222222222"
"Master Caster Door Stop, Brown","38","9","0.27931034482758620690","4.222222222222222"
"Strathmore Photo Mount Cards","38","9","0.43314917127071823204","4.222222222222222"
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","51","12","0.18119266055045871560","4.25"
"O'Sullivan Living Dimensions 3-Shelf Bookcases","17","4","-0.05882352941176470588","4.25"
"Logitech Z-906 Speaker sys - home theater - 5.1-CH","17","4","0.40000000000000000000","4.25"
"Avery 514","17","4","0.47771084337349397590","4.25"
"Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","17","4","0.30256410256410256410","4.25"
"Maxell 4.7GB DVD+RW 3/Pack","17","4","0.33433734939759036145","4.25"
"Xerox 1978","34","8","0.42582781456953642384","4.25"
"Newell 331","17","4","0.19415584415584415584","4.25"
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack","17","4","-0.06824324324324324324","4.25"
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","34","8","-0.05754276827371695179","4.25"
"Polycom CX600 IP Phone VoIP phone","17","4","0.19415584415584415584","4.25"
"Executive Impressions 14""","17","4","0.44000000000000000000","4.25"
"Xerox 204","17","4","0.48000000000000000000","4.25"
"Jabra BIZ 2300 Duo QD Duo Corded Headset","17","4","0.07500000000000000000","4.25"
"Avery Flip-Chart Easel Binder, Black","17","4","0.15794392523364485981","4.25"
"Boston 19500 Mighty Mite Electric Pencil Sharpener","17","4","0.27000000000000000000","4.25"
"Flat Face Poster Frame","51","12","0.17833333333333333333","4.25"
"Recycled Pressboard Report Cover with Reinforced Top Hinge","34","8","0.19722222222222222222","4.25"
"GBC Durable Plastic Covers","34","8","0.03874345549738219895","4.25"
"Berol Giant Pencil Sharpener","17","4","0.19533333333333333333","4.25"
"9-3/4 Diameter Round Wall Clock","34","8","0.40242424242424242424","4.25"
"Wilson Jones Four-Pocket Poly Binders","17","4","0.08736842105263157895","4.25"
"GBC Standard Recycled Report Covers, Clear Plastic Sheets","51","12","-0.10500000000000000000","4.25"
"Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ","17","4","0.06707317073170731707","4.25"
"Accohide Poly Flexible Ring Binders","34","8","-0.45299145299145299145","4.25"
"Ibico Laser Imprintable Binding System Covers","34","8","0.12571428571428571429","4.25"
"Belkin F9S820V06 8 Outlet Surge","17","4","-0.45121951219512195122","4.25"
"DAX Cubicle Frames, 8-1/2 x 11","17","4","0.36000000000000000000","4.25"
"Tensor Track Tree Floor Lamp","17","4","0.12733333333333333333","4.25"
"Harbour Creations Steel Folding Chair","34","8","0.14079422382671480144","4.25"
"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","17","4","0.21375000000000000000","4.25"
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock","17","4","0.37594936708860759494","4.25"
"Avery Poly Binder Pockets","34","8","0.18899082568807339450","4.25"
"Stockwell Push Pins","34","8","0.28812500000000000000","4.25"
"Stiletto Hand Letter Openers","17","4","-0.16126760563380281690","4.25"
"Holmes 99% HEPA Air Purifier","17","4","0.26038961038961038961","4.25"
"Bretford Just In Time Height-Adjustable Multi-Task Work Tables","17","4","-0.17111111111111111111","4.25"
"Sharp AL-1530CS Digital Copier","17","4","0.32265625000000000000","4.25"
"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs","34","8","0.16470588235294117647","4.25"
"Situations Contoured Folding Chairs, 4/Set","64","15","0.06432748538011695906","4.266666666666667"
"SANFORD Major Accent Highlighters","30","7","0.37162162162162162162","4.285714285714286"
"Global Super Steno Chair","30","7","0.00000000000000000000","4.285714285714286"
"Mediabridge Sport Armband iPhone 5s","30","7","-0.15116279069767441860","4.285714285714286"
"Iceberg OfficeWorks 42"" Round Tables","30","7","-0.11353711790393013100","4.285714285714286"
"Manco Dry-Lighter Erasable Highlighter","30","7","0.31724137931034482759","4.285714285714286"
"Globe Weis Peel & Seel First Class Envelopes","30","7","0.43877551020408163265","4.285714285714286"
"Belkin 8 Outlet Surge Protector","30","7","0.17557251908396946565","4.285714285714286"
"Peel & Stick Add-On Corner Pockets","30","7","0.11363636363636363636","4.285714285714286"
"Home/Office Personal File Carts","30","7","0.20212765957446808511","4.285714285714286"
"Trav-L-File Heavy-Duty Shuttle II, Black","30","7","0.23357664233576642336","4.285714285714286"
"Xerox 1891","30","7","0.41111111111111111111","4.285714285714286"
"Rogers Handheld Barrel Pencil Sharpener","30","7","0.20652173913043478261","4.285714285714286"
"Pyle PMP37LED","43","10","0.16069518716577540107","4.3"
"Hon Every-Day Series Multi-Task Chairs","43","10","0.04178272980501392758","4.3"
"Global Value Steno Chair, Gray","43","10","0.11157024793388429752","4.3"
"Premium Transparent Presentation Covers by GBC","43","10","0.37715877437325905292","4.3"
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book","26","6","0.40909090909090909091","4.333333333333333"
"Xerox 1946","13","3","0.44590163934426229508","4.333333333333333"
"Cisco Unified IP Phone 7945G VoIP phone","26","6","0.01515151515151515152","4.333333333333333"
"OIC Thumb-Tacks","13","3","0.39561403508771929825","4.333333333333333"
"Dixon Ticonderoga Pencils","13","3","0.24682539682539682540","4.333333333333333"
"Novimex Fabric Task Chair","39","9","-0.06935483870967741935","4.333333333333333"
"Swingline SM12-08 MicroCut Jam Free Shredder","13","3","-0.18983050847457627119","4.333333333333333"
"Xerox 22","13","3","0.41724137931034482759","4.333333333333333"
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","39","9","-0.00527950310559006211","4.333333333333333"
"DAX Solid Wood Frames","13","3","0.29396551724137931034","4.333333333333333"
"AT&T 1080 Phone","13","3","0.17068965517241379310","4.333333333333333"
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry","13","3","0.17894736842105263158","4.333333333333333"
"Avery 498","13","3","0.43524590163934426230","4.333333333333333"
"GBC Recycled Regency Composition Covers","26","6","0.35000000000000000000","4.333333333333333"
"Samsung Galaxy Note 3","13","3","0.07142857142857142857","4.333333333333333"
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","26","6","-0.21136363636363636364","4.333333333333333"
"Xerox 193","13","3","0.49000000000000000000","4.333333333333333"
"Carina Mini System Audio Rack, Model AR050B","26","6","-0.02520325203252032520","4.333333333333333"
"KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7","13","3","0.29000000000000000000","4.333333333333333"
"Bulldog Table or Wall-Mount Pencil Sharpener","13","3","0.29000000000000000000","4.333333333333333"
